"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 19068","Terminal 11 - 12/12/2023 12:46 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
65952555082,"PD BERRY BLUE PINT       ",1,0,$8.76
65952555082,"PD BERRY BLUE PINT       ",0,25,-$2.19
65952555082,"PD BERRY BLUE PINT       ",6,0,$52.56
65952555082,"PD BERRY BLUE PINT       ",0,25,-$13.14
61070809797,"PD HRB OREGANO           ",1,0,$7.04
61070809791,"PD HRB BASIL 1LB         ",1,0,$6.09
61070809790,"PD HRB DILL 1LB          ",1,0,$6.98
81865401172,"PDU LEMON 5#             ",1,0,$8.41
2060059143,"PD CARROT JMBO 25#       ",1,0,$16.88
2060059143,"PD CARROT JMBO 25#       ",1,0,$16.88
62809003004,"PD POTATO RED A #2       ",1,0,$23.31
85000897604,"PD SQUASH ITALN MD       ",1,0,$20.46
85000897604,"PD SQUASH ITALN MD       ",1,0,$20.46
85000897604,"PD SQUASH ITALN MD       ",1,0,$20.46
85176800272,"PD BRUSSEL SPROUT        ",1,0,$34.18
76335203030,"WINE CKING SHERRY  4/1GL ",0,1,$20.17
85106300214,"PD YAM JEWEL JBO         ",1,0,$18.57
76069503125,"PD BROC CROWNS DW        ",1,0,$16.48
76069503125,"PD BROC CROWNS DW        ",1,0,$16.48
20772320000,"CHX BRST JMB             ",40,0,$45.60
20776700000,"CHX LEG QTR SM           ",40,0,$23.20
20776700000,"CHX LEG QTR SM           ",40,0,$23.20
20776700000,"CHX LEG QTR SM           ",40,0,$23.20
20772320000,"CHX BRST JMB             ",40,0,$45.60
20772320000,"CHX BRST JMB             ",40,0,$45.60
20772320000,"CHX BRST JMB             ",40,0,$45.60
20772320000,"CHX BRST JMB             ",40,0,$45.60
20798350000,"BF INS RND XT SEL  R/W   ",76.3,0,$258.66
20798350000,"BF INS RND XT SEL  R/W   ",76.3,0,-$15.26
0,Sub-Total,0,0,$839.84
0,Tax,0,0,$72.44
0,Total,0,0,$912.28
0,"MC/VISA  6866",0,0,$912.28
0,Balance,0,0,$0.00
